2,83,5,2,3,4,1
2,84,5,2,1,3,4
2,85,5,2,1,3,4
2,86,5,2,1,3,4
2,87,5,3,2,1,4
2,88,5,3,1,2,4
2,89,5,4,1,2,3
2,90,5,4,1,2,3
2,91,5,1,3,2,4
2,92,5,1,3,2,4
2,93,5,1,3,2,4
2,94,5,1,3,2,4
2,95,5,1,3,2,4
2,96,5,1,4,3,2
2,97,5,1,4,3,2
2,98,5,1,4,2,3
2,99,5,1,2,4,3
2,100,5,1,2,3,4
3,1,1,2,4,5,3
3,2,1,2,4,5,3
3,3,1,2,4,5,3
3,4,1,2,4,5,3
3,5,1,2,5,3,4
3,6,1,2,5,3,4
3,7,1,3,2,5,4
3,8,1,3,2,5,4
3,9,1,3,4,2,5
3,10,1,4,3,5,2
3,11,1,5,3,4,2
3,12,1,5,3,4,2
3,13,1,5,3,2,4
3,14,1,5,4,3,2
3,15,1,5,4,2,3
3,16,1,5,4,2,3
3,17,1,5,2,4,3
3,18,1,5,2,4,3
3,19,1,5,2,3,4
3,20,1,5,2,3,4
3,21,1,5,2,3,4
3,22,1,5,2,3,4
3,23,1,5,2,3,4
3,24,1,5,2,3,4
3,25,2,1,3,5,4
3,26,2,1,3,5,4
3,27,2,1,3,5,4
3,28,2,1,3,5,4
3,29,2,1,4,5,3
3,30,2,1,5,4,3
3,31,2,1,5,4,3
3,32,2,1,5,4,3
3,33,2,1,5,3,4
3,34,2,1,5,3,4
3,35,2,1,5,3,4
3,36,2,3,1,5,4
3,37,2,3,4,5,1
3,38,2,3,5,1,4
3,39,2,4,1,3,5
3,40,2,4,1,5,3
3,41,2,4,5,1,3
3,42,2,4,5,1,3
3,43,2,4,5,3,1
3,44,2,5,3,1,4
3,45,2,5,4,3,1
3,46,2,5,4,3,1
3,47,2,5,4,1,3
3,48,2,5,4,1,3
3,49,2,5,4,1,3
3,50,2,5,4,1,3
3,51,2,5,1,4,3
3,52,2,5,1,4,3
3,53,2,5,1,4,3
3,54,2,5,1,4,3
3,55,2,5,1,3,4
3,56,2,5,1,3,4
3,57,2,5,1,3,4
3,58,3,2,1,4,5
3,59,3,2,5,1,4
3,60,3,2,5,1,4
3,61,3,1,2,5,4
3,62,3,1,2,5,4
3,63,3,1,5,4,2
3,64,3,1,5,2,4
3,65,3,4,2,5,1
3,66,3,5,1,4,2
3,67,3,5,1,4,2
3,68,3,5,2,1,4
3,69,4,2,3,5,1
3,70,4,2,5,1,3
3,71,4,2,5,3,1
3,72,4,1,2,3,5
3,73,4,1,2,5,3
3,74,4,1,5,2,3
3,75,4,1,5,2,3
3,76,4,1,5,3,2
3,77,4,5,1,2,3
3,78,4,5,2,1,3
3,79,5,2,4,1,3
3,80,5,2,1,4,3
3,81,5,2,1,4,3
3,82,5,2,1,4,3
3,83,5,2,1,4,3
3,84,5,2,1,3,4
3,85,5,3,2,1,4
3,86,5,3,1,2,4
3,87,5,4,3,2,1
3,88,5,4,3,1,2
3,89,5,4,2,3,1
3,90,5,4,2,1,3
3,91,5,4,1,2,3
3,92,5,4,1,2,3
3,93,5,4,1,2,3
3,94,5,1,3,2,4
3,95,5,1,3,2,4
3,96,5,1,4,2,3
3,97,5,1,2,4,3
3,98,5,1,2,3,4
3,99,5,1,2,3,4
3,100,5,1,2,3,4
